['北京','北京', '2', '/beijing']
['内蒙古', '莫力达瓦达斡尔族自治旗', '3551', '/molidawaqi']
['黑龙江', '漠河县', '826', '/mohe']
['云南', '墨江哈尼族自治县', '1859', '/mojiang']
['西藏', '墨脱县', '1963', '/motuo']
['新疆', '墨玉县', '2224', '/moyu']
['西藏', '墨竹工卡县', '1938', '/muzhugongka']
['云南', '牟定县', '1900', '/moding']
['山东', '牟平', '4437', '/mouping']
['黑龙江', '牡丹江', '88', '/mudanjiang']
['新疆', '木垒哈萨克自治县', '2250', '/mulei']
['四川', '木里藏族自治县', '1739', '/muli']
['四川', '沐川县', '1650', '/muchuan']
['黑龙江', '穆棱市', '809', '/muleng']
['福建', '闽侯县', '982', '/minhou']
['福建', '闽清县', '985', '/minqing']
['广西', '那坡县', '1580', '/napo']
['西藏', '那曲', '287', '/naqu']
['西藏', '那曲县', '1939', '/naquxian']
['贵州', '纳雍县', '1767', '/nayong']
['西藏', '乃东区', '1967', '/naidong']
['内蒙古', '奈曼旗', '3541', '/naimanqi']
['福建', '南安市', '1010', '/nanan']
['广东', '南澳县', '1492', '/nanao']
['四川', '南部县', '1631', '/nanbu']
['江西', '南昌', '134', '/nanchang']
['江西', '南城县', '1088', '/nancheng']
['四川', '南充', '247', '/nanchong']
['河北', '南戴河', '3595', '/nandaihe']
['广西', '南丹县', '1587', '/nandan']
['江西', '南丰县', '1090', '/nanfeng']
['河北', '南宫市', '542', '/nangong']
['河北', '南和县', '550', '/nanhe']
['云南', '南华县', '1901', '/nanhua']
['云南', '南涧彝族自治县', '1896', '/nanjian']
['四川', '南江县', '1671', '/nanjiang']
['江苏', '南京', '5', '/nanjing']
['江西', '南康区', '1061', '/nankang']
['河南', '南乐县', '1251', '/nanle']
['安徽', '南陵县', '949', '/nanling']
['西藏', '南木林县', '1980', '/nanmulin']
['广西', '南宁', '224', '/nanning']
['河北', '南皮县', '538', '/nanpi']
['福建', '南平', '131', '/nanping']
['江苏', '南通', '94', '/nantong']
['湖南', '南县', '1390', '/nanxian']
['广东', '南雄市', '1472', '/nanxiong']
['河南', '南阳', '172', '/nanyang']
['湖北', '南漳县', '1325', '/nanzhang']
['河南', '南召县', '1281', '/nanzhao']
['陕西', '南郑县', '2051', '/nanzheng']
['青海', '囊谦县', '2183', '/nangqian']
['黑龙江', '讷河市', '774', '/nehe']
['河南', '内黄县', '1249', '/neihuang']
['四川', '内江', '245', '/neijiang']
['河北', '内丘县', '546', '/neiqiu']
['河南', '内乡县', '1285', '/neixiang']
['黑龙江', '嫩江县', '785', '/nengjian']
['新疆', '尼勒克县', '2266', '/nileke']
['西藏', '尼玛县', '1948', '/nima']
['西藏', '尼木县', '1934', '/nimu']
['西藏', '聂拉木县', '1994', '/nielamu']
['西藏', '聂荣县', '1942', '/nierong']
['黑龙江', '宁安市', '812', '/ningan']
['浙江', '宁波', '11', '/ningbo']
['内蒙古', '宁城县', '663', '/ningcheng']
['福建', '宁德', '133', '/ningde']
['江西', '宁都县', '1071', '/ningdu']
['云南', '宁洱哈尼族彝族自治县', '1858', '/ninger']
['安徽', '宁国市', '975', '/ningguo']
['浙江', '宁海', '2308', '/ninghai']
['福建', '宁化县', '1001', '/ninghua']
['山东', '宁津县', '1137', '/ningjin']
['河北', '宁晋县', '551', '/ningjing']
['云南', '宁蒗彝族自治县', '1857', '/ninglang']
['河南', '宁陵县', '1263', '/ningling']
['广西', '宁明县', '1573', '/ningming']
['四川', '宁南县', '1728', '/ningnan']
['陕西', '宁强县', '2056', '/ningqiang']
['陕西', '宁陕县', '2074', '/ningshan']
['山西', '宁武县', '612', '/ningwu']
['甘肃', '宁县', '2118', '/ningxian']
['湖南', '宁乡县', '1379', '/ningxiang']
['山东', '宁阳县', '1193', '/ningyang']
['湖南', '宁远县', '1425', '/ningyuan']
['吉林', '农安县', '727', '/nongan']
['云南', '怒江', '280', '/nujiang']
['四川', '若尔盖县', '1705', '/nuoergai']
['福建', '南靖县', '1021', '/nanjingxian']
['河南', '鲁山县', '1278', '/pdslushan']
['四川', '攀枝花', '239', '/panzhihua']
['辽宁', '盘锦', '66', '/panjin']
['辽宁', '盘山县', '716', '/panshan']
['贵州', '盘县', '1744', '/panxian']
['浙江', '磐安县', '897', '/panan']
['吉林', '磐石市', '736', '/panshi']
['江苏', '沛县', '832', '/peixian']
['四川', '彭山区', '1683', '/pengshan']
['宁夏', '彭阳县', '2199', '/pengyang']
['江西', '彭泽县', '1051', '/pengze']
['四川', '彭州市', '1605', '/pengzhou']
['四川', '蓬安县', '1633', '/pengan']
['山东', '蓬莱市', '1158', '/penglai']
['四川', '蓬溪县', '1640', '/pengxi']
['江苏', '邳州市', '828', '/pizhou']
['新疆', '皮山县', '2225', '/pishan']
['四川', '郫县', '1610', '/pixian']
['山西', '偏关县', '619', '/pianguan']
['青海', '平安区', '2159', '/pingan']
['贵州', '平坝区', '1757', '/pingba']
['四川', '平昌县', '1672', '/pingcang']
['河南', '平顶山', '163', '/pingdingshan']
['山西', '平定县', '589', '/pingding']
['广西', '平果县', '1577', '/pingguo']
['浙江', '平湖市', '876', '/pinghu']
['湖南', '平江县', '1398', '/pingjian']
['广西', '平乐县', '1543', '/pingle']
['陕西', '平利县', '2077', '/pingli']
['甘肃', '平凉', '306', '/pingliang']
['山西', '平陆县', '3526', '/pingluxian']
['宁夏', '平罗县', '2192', '/pingluo']
['广西', '平南县', '1558', '/pingnanxian']
['河北', '平泉县', '471', '/pingquan']
['河北', '平山县', '453', '/pingshan']
['山西', '平顺县', '595', '/pingshun']
['福建', '平潭县', '987', '/pingtan']
['贵州', '平塘县', '1801', '/pingtang']
['四川', '平武县', '1624', '/pingwu']
['河北', '平乡县', '555', '/pingxiangxian']
['浙江', '平阳', '908', '/pingyang']
['山西', '平遥县', '628', '/pingyao']
['山东', '平邑县', '1176', '/pingyi']
['山东', '平阴县', '1119', '/pingyin']
['河南', '平舆县', '1313', '/pingyu']
['山东', '平原县', '1132', '/pingyuan']
['广东', '平远县', '1488', '/pingyuanxian']
['广西', '凭祥市', '1569', '/pingxiangshi']
['云南', '屏边苗族自治县', '1923', '/pingbian']
['福建', '屏南县', '1035', '/pingnan']
['四川', '屏山县', '1667', '/pingshanxian']
['江西', '萍乡', '136', '/pingxiang']
['江西', '鄱阳县', '1085', '/poyang']
['福建', '莆田', '127', '/putian']
['陕西', '蒲城县', '2026', '/puchengxian']
['四川', '蒲江县', '1612', '/pujiangxian']
['山西', '蒲县', '641', '/puxian']
['河南', '濮阳', '168', '/puyang']
['河南', '濮阳县', '1254', '/puyangxian']
['广西', '浦北县', '1565', '/pubei']
['福建', '浦城县', '993', '/pucheng']
['浙江', '浦江县', '896', '/pujiang']
['贵州', '普安县', '1809', '/puan']
['贵州', '普定县', '1758', '/puding']
['云南', '普洱', '275', '/puer']
['四川', '普格县', '1729', '/puge']
['辽宁', '普兰店区', '430', '/pulandian']
['西藏', '普兰县', '1998', '/pulan']
['广东', '普宁市', '1493', '/puning']
['浙江', '普陀山', '3608', '/putuoshan']
['福建', '平和县', '1022', '/pinghe']
['四川', '犍为县', '1647', '/jianwei']
['黑龙江', '七台河', '87', '/qitaihe']
['贵州', '七星关区', '1762', '/bijie']
['山东', '栖霞市', '1153', '/qixia']
['山东', '齐河县', '1135', '/qihe']
['黑龙江', '齐齐哈尔', '80', '/qiqihaer']
['湖南', '祁东县', '1413', '/qidongxian']
['青海', '祁连县', '2166', '/qilian']
['安徽', '祁门县', '962', '/qimen']
['山西', '祁县', '627', '/qixian']
['湖南', '祁阳县', '1430', '/qiyang']
['陕西', '岐山县', '2043', '/qishan']
['新疆', '奇台县', '2248', '/qitai']
['河南', '淇县', '1244', '/hbqixian']
['湖北', '蕲春县', '1343', '/qichun']
['河南', '杞县', '1255', '/kfqixian']
['江苏', '启东市', '858', '/qidong']
['浙江', '千岛湖', '3602', '/qiandaohu']
['陕西', '千阳县', '2047', '/qianyang']
['河北', '迁安市', '482', '/qianan']
['河北', '迁西县', '486', '/qianxi']
['江西', '铅山县', '1081', '/qianshanxian']
['吉林', '前郭尔罗斯蒙古族自治县', '735', '/qianguoerluo']
['吉林', '乾安县', '734', '/qiananxian']
['陕西', '乾县', '2034', '/qianxian']
['湖北', '潜江', '190', '/qianjiang']
['安徽', '潜山县', '954', '/qianshan']
['贵州', '黔东南', '265', '/qiandongnan']
['贵州', '黔南', '266', '/qiannan']
['贵州', '黔西南', '263', '/qianxinan']
['贵州', '黔西县', '1764', '/qianxixian']
['云南', '巧家县', '1845', '/qiaojia']
['新疆', '且末县', '2254', '/qiemo']
['广西', '钦州', '230', '/qinzhou']
['甘肃', '秦安县', '2095', '/qinan']
['河北', '秦皇岛', '26', '/qinhuangdao']
['山西', '沁水县', '604', '/qinshui']
['山西', '沁县', '600', '/qinxian']
['河南', '沁阳市', '1230', '/qinyang']
['山西', '沁源县', '601', '/qinyuan']
['四川', '青城山', '3621', '/qingchengshan']
['四川', '青川县', '1615', '/qingchuan']
['山东', '青岛', '21', '/qingdao']
['黑龙江', '青冈县', '820', '/qinggang']
['青海', '青海湖', '3630', '/qinghaihu']
['新疆', '青河县', '2280', '/qinghexian']
['河北', '青龙满族自治县', '480', '/qinglong']
['四川', '青神县', '1686', '/qingshen']
['浙江', '青田县', '914', '/qingtian']
['宁夏', '青铜峡市', '2193', '/qingtongxia']
['河北', '青县', '533', '/qingxian']
['安徽', '青阳县', '974', '/qingyangxian']
['山东', '青州市', '1148', '/qingzhou']
['河南', '清丰县', '1250', '/qingfeng']
['河北', '清河县', '557', '/qinghe']
['陕西', '清涧县', '2070', '/qingjian']
['福建', '清流县', '1000', '/qingliu']
['内蒙古', '清水河县', '661', '/qingshuihe']
['甘肃', '清水县', '2094', '/qingshui']
['山西', '清徐县', '575', '/qingxu']
['辽宁', '清原满族自治县', '702', '/fsqingyuan']
['广东', '清远', '218', '/qingyuan']
['河北', '清苑区', '502', '/bdqingyuan']
['贵州', '清镇市', '1740', '/qingzhen']
['贵州', '晴隆县', '1810', '/qinglongxian']
['黑龙江', '庆安县', '821', '/qingan']
['甘肃', '庆城县', '2113', '/qingcheng']
['甘肃', '庆阳', '308', '/qingyang']
['浙江', '庆元县', '918', '/lsqingyuan']
['山东', '庆云县', '1138', '/qingyun']
['海南', '琼海', '402', '/qionghai']
['西藏', '琼结县', '1971', '/qiongjie']
['海南', '琼中', '403', '/qiongzhong']
['云南', '丘北县', '1929', '/qiubei']
['河北', '邱县', '568', '/qiuxian']
['四川', '渠县', '1678', '/quxian']
['浙江', '衢州', '106', '/quzhou']
['山东', '曲阜市', '1181', '/qufu']
['云南', '曲靖', '268', '/qujing']
['青海', '曲麻莱县', '2184', '/qumalai']
['西藏', '曲水县', '1935', '/qushui']
['西藏', '曲松县', '1972', '/qusong']
['山西', '曲沃县', '632', '/quwo']
['河北', '曲阳县', '514', '/quyang']
['河北', '曲周县', '573', '/quzhouxian']
['安徽', '全椒县', '943', '/quanjiao']
['江西', '全南县', '1070', '/quannan']
['广西', '全州县', '1538', '/quanzhouxian']
['福建', '泉州', '129', '/quanzhou']
['河南', '确山县', '1307', '/queshan']
['四川', '壤塘县', '1703', '/rangtang']
['黑龙江', '饶河县', '805', '/raohe']
['广东', '饶平县', '1491', '/raoping']
['河北', '饶阳县', '523', '/raoyang']
['西藏', '仁布县', '1988', '/renbu']
['广东', '仁化县', '1474', '/renhua']
['贵州', '仁怀市', '1746', '/renhuai']
['四川', '仁寿县', '1682', '/renshou']
['河北', '任丘市', '529', '/renqiu']
['河北', '任县', '549', '/renxian']
['西藏', '日喀则', '286', '/rikazediqu']
['西藏', '日土县', '2000', '/ritou']
['山东', '日照', '153', '/rizhao']
['山东', '荣成', '1161', '/rongcheng']
['四川', '荣县', '1653', '/rongxianxian']
['河北', '容城县', '3517', '/rongchengxian']
['广西', '容县', '1561', '/rongxian']
['贵州', '榕江县', '1790', '/rongjian']
['广西', '融安县', '1550', '/rongan']
['广西', '融水苗族自治县', '1552', '/rongshui']
['江苏', '如东县', '861', '/rudong']
['江苏', '如皋市', '860', '/rugao']
['湖南', '汝城县', '1420', '/rucheng']
['河南', '汝南县', '1312', '/runan']
['河南', '汝阳县', '1225', '/ruyang']
['河南', '汝州市', '1275', '/ruzhou']
['山东', '乳山市', '1162', '/rushan']
['广东', '乳源瑶族自治县', '1477', '/ruyuan']
['山西', '芮城县', '3527', '/ruichengxian']
['浙江', '瑞安', '904', '/ruian']
['江西', '瑞昌市', '1042', '/ruicang']
['江西', '瑞金市', '1060', '/ruijin']
['云南', '瑞丽市', '1875', '/ruili']
['四川', '若尔盖县', '1705', '/nuoergai']
['新疆', '若羌县', '2253', '/ruoqiang']
['西藏', '桑珠孜区', '1979', '/rikaze']
['黑龙江', '集贤县', '802', '/sysjixianxian']
['浙江', '柯桥区', '886', '/shaoxingxian']
['河南', '渑池县', '1217', '/shenchixian']
['山东', '单县', '1204', '/danxian']
['西藏', '萨嘎县', '1995', '/saga']
['西藏', '萨迦县', '1983', '/sajia']
['贵州', '三都水族自治县', '1806', '/sandu']
['河北', '三河市', '490', '/sanhe']
['广西', '三江侗族自治县', '1551', '/sanjiang']
['河南', '三门峡', '171', '/sanmenxia']
['浙江', '三门县', '900', '/sanmen']
['福建', '三明', '128', '/sanming']
['江西', '三清山', '3514', '/sanqingshan']
['海南', '三沙', '2310', '/sansha']
['贵州', '三穗县', '1782', '/sansui']
['四川', '三台县', '1619', '/santai']
['湖北', '三峡', '3516', '/sanxia']
['海南', '三亚', '345', '/sanya']
['陕西', '三原县', '2032', '/sanyuan']
['西藏', '桑日县', '1970', '/sangri']
['湖南', '桑植县', '1381', '/sangzhi']
['西藏', '桑珠孜区', '1979', '/rikaze']
['四川', '色达县', '1718', '/seda']
['河北', '沙河市', '543', '/shahe']
['新疆', '沙湾县', '2271', '/shawan']
['福建', '沙县', '1004', '/shaxian']
['新疆', '沙雅县', '2216', '/shaya']
['湖北', '沙洋县', '1329', '/shayang']
['新疆', '莎车县', '2206', '/shache']
['甘肃', '山丹县', '2111', '/shandan']
['西藏', '山南', '285', '/shannan']
['陕西', '山阳县', '2084', '/shanyang']
['山西', '山阴县', '578', '/shanyin']
['河南', '陕州区', '1218', '/shanxian']
['广东', '汕头', '207', '/shantou']
['广东', '汕尾', '215', '/shanwei']
['新疆', '鄯善县', '2231', '/shanshan']
['河南', '商城县', '1295', '/shangcheng']
['内蒙古', '商都县', '675', '/shangdu']
['山东', '商河县', '1121', '/shanghe']
['陕西', '商洛', '298', '/shangluo']
['陕西', '商南县', '2083', '/shangnan']
['河南', '商丘', '173', '/shangqiu']
['河南', '商水县', '1301', '/shangshui']
['河南', '上蔡县', '1311', '/shangcha']
['江西', '上高县', '1103', '/shanggao']
['福建', '上杭县', '1027', '/shanghang']
['江西', '上栗县', '1058', '/shangli']
['广西', '上林县', '1532', '/shanglin']
['江西', '上饶', '144', '/shangrao']
['江西', '上饶县', '1078', '/shangraoxian']
['广西', '上思县', '1568', '/shangsi']
['江西', '上犹县', '1065', '/shangyou']
['浙江', '上虞区', '884', '/shangyu']
['河北', '尚义县', '460', '/shangyi']
['广东', '韶关', '205', '/shaoguan']
['湖南', '韶山市', '1405', '/shaoshan']
['湖南', '邵东县', '1433', '/shaodong']
['福建', '邵武市', '988', '/shaowu']
['湖南', '邵阳', '195', '/shaoyang']
['湖南', '邵阳县', '1434', '/shaoyangxian']
['浙江', '绍兴', '104', '/shaoxing']
['河南', '社旗县', '1287', '/sheqi']
['四川', '射洪县', '1641', '/shehong']
['江苏', '射阳县', '847', '/sheyang']
['河北', '涉县', '564', '/shexian']
['西藏', '申扎县', '1944', '/shenzha']
['山东', '莘县', '1124', '/xinxian']
['河北', '深泽县', '450', '/shenzhe']
['广东', '深圳', '7', '/shenzhen']
['河北', '深州市', '519', '/shenzhou']
['四川', '什邡市', '1625', '/shifang']
['山西', '神池县', '614', '/shenchi']
['陕西', '神木县', '2061', '/shenmu']
['湖北', '神农架林区', '404', '/shennongjia']
['河南', '沈丘县', '1306', '/shenqiu']
['辽宁', '沈阳', '18', '/shenyang']
['浙江', '嵊泗县', '882', '/shengsi']
['浙江', '嵊州市', '885', '/shengzhou']
['云南', '师宗县', '1829', '/shizong']
['贵州', '施秉县', '1781', '/shibing']
['云南', '施甸县', '1840', '/shidian']
['湖北', '十堰', '178', '/shiyan']
['江西', '石城县', '1076', '/shicheng']
['山东', '石岛', '4440', '/shidao']
['新疆', '石河子', '339', '/shihezi']
['河北', '石家庄', '24', '/shijiazhuang']
['云南', '石林彝族自治县', '1821', '/shilin']
['山西', '石楼县', '657', '/shilou']
['湖南', '石门县', '1388', '/shimen']
['四川', '石棉县', '1690', '/shimian']
['云南', '石屏县', '1916', '/shiping']
['贵州', '石阡县', '1772', '/shiqian']
['四川', '石渠县', '1717', '/shiqu']
['陕西', '石泉县', '2073', '/shiquan']
['福建', '石狮', '1008', '/shishi']
['湖北', '石首市', '1353', '/shishou']
['安徽', '石台县', '973', '/shitai']
['宁夏', '石嘴山', '322', '/shizuishan']
['广东', '始兴县', '1473', '/shixing']
['山东', '寿光市', '1150', '/shouguang']
['福建', '寿宁县', '1032', '/shouning']
['安徽', '寿县', '963', '/shouxian']
['山西', '寿阳县', '625', '/shouyang']
['安徽', '舒城县', '965', '/shucheng']
['吉林', '舒兰市', '739', '/shulan']
['新疆', '疏附县', '2202', '/shufu']
['新疆', '疏勒县', '2203', '/shule']
['江苏', '沭阳县', '838', '/shuyang']
['云南', '双柏县', '1899', '/shuangbo']
['湖南', '双峰县', '1454', '/shuangfeng']
['西藏', '双湖县', '3591', '/shuanghuxian']
['云南', '双江拉祜族佤族布朗族傣族自治县', '1871', '/shuangjiang']
['云南', '双廊', '3628', '/shuanglang']
['吉林', '双辽市', '741', '/shuangliao']
['四川', '双流区', '1609', '/shuangliu']
['湖南', '双牌县', '1429', '/shuangpai']
['黑龙江', '双鸭山', '83', '/shuangyashan']
['贵州', '水城县', '3589', '/shuichengxian']
['云南', '水富县', '1853', '/shuifu']
['福建', '顺昌县', '992', '/shuncang']
['广东', '顺德区', '3508', '/shunde']
['河北', '顺平县', '507', '/shunping']
['山西', '朔州', '40', '/shuozhou']
['贵州', '思南县', '1773', '/sinan']
['广东', '四会市', '1508', '/sihui']
['吉林', '四平', '72', '/siping']
['内蒙古', '四子王旗', '3564', '/siziwangqi']
['江苏', '泗洪县', '840', '/sihong']
['山东', '泗水县', '1189', '/sishui']
['安徽', '泗县', '926', '/sixian']
['江苏', '泗阳县', '839', '/siyang']
['四川', '松潘县', '1698', '/songpan']
['贵州', '松桃苗族自治县', '1778', '/songtao']
['福建', '松溪县', '995', '/songxi']
['浙江', '松阳县', '917', '/songyang']
['吉林', '松原', '76', '/songyuan']
['湖北', '松滋市', '1355', '/songzi']
['云南', '嵩明县', '1820', '/songming']
['河南', '嵩县', '1224', '/songxian']
['内蒙古', '苏尼特右旗', '3570', '/suyouqi']
['内蒙古', '苏尼特左旗', '3569', '/suzuoqi']
['江苏', '苏州', '6', '/suzhou']
['甘肃', '肃北蒙古族自治县', '2106', '/subei']
['甘肃', '肃南裕固族自治县', '2112', '/sunan']
['河北', '肃宁县', '537', '/suning']
['江苏', '睢宁县', '831', '/szsuining']
['河南', '睢县', '1264', '/suixian']
['安徽', '濉溪县', '927', '/suixi']
['黑龙江', '绥滨县', '793', '/suibin']
['陕西', '绥德县', '2066', '/suide']
['黑龙江', '绥芬河市', '810', '/suifenhe']
['黑龙江', '绥化', '90', '/suihua']
['云南', '绥江县', '1849', '/suijian']
['黑龙江', '绥棱县', '823', '/suileng']
['湖南', '绥宁县', '1438', '/zysuining']
['贵州', '绥阳县', '1749', '/suiyang']
['辽宁', '绥中县', '722', '/suizhong']
['湖北', '随县', '3587', '/szsuixian']
['湖北', '随州', '187', '/suizhou']
['浙江', '遂昌县', '916', '/suicang']
['江西', '遂川县', '1114', '/suichuan']
['四川', '遂宁', '244', '/suining']
['河南', '遂平县', '1309', '/suiping']
['广东', '遂溪县', '1527', '/suixixian']
['黑龙江', '孙吴县', '787', '/sunwu']
['西藏', '索县', '1945', '/suoxian']
['安徽', '歙县', '959', '/hsxixian']
['江苏', '宿迁', '100', '/suqian']
['安徽', '宿松县', '956', '/susong']
['安徽', '宿州', '121', '/anhuisuzhou']
['江西', '弋阳县', '1083', '/sryiyang']
['贵州', '碧江区', '1770', '/tongren']
['新疆', '高昌区', '2230', '/tulufan']
['新疆', '塔城地区', '337', '/tachengdiqu']
['新疆', '塔城市', '2268', '/tacheng']
['黑龙江', '塔河县', '825', '/tahe']
['新疆', '塔什库尔干塔吉克自治县', '2212', '/tashikuergan']
['辽宁', '台安县', '708', '/taianxian']
['贵州', '台江县', '1788', '/taijian']
['河南', '台前县', '1253', '/taiqian']
['广东', '台山市', '1504', '/taishan']
['浙江', '台州', '108', '/zhejiangtaizhou']
['陕西', '太白县', '2050', '/taibai']
['江苏', '太仓', '420', '/taicang']
['山西', '太谷县', '626', '/taigu']
['安徽', '太和县', '933', '/taihe']
['安徽', '太湖县', '955', '/taihu']
['河南', '太康县', '1302', '/taikang']
['内蒙古', '太仆寺旗', '3573', '/taipusiqi']
['山西', '太原', '35', '/taiyuan']
['山东', '泰安', '151', '/taian']
['江西', '泰和县', '1113', '/taihexian']
['黑龙江', '泰来县', '777', '/tailai']
['福建', '泰宁县', '1006', '/taining']
['江苏', '泰兴市', '854', '/taixing']
['江苏', '泰州', '99', '/taizhou']
['山东', '郯城县', '1171', '/tancheng']
['河南', '汤阴县', '1247', '/tangyin']
['黑龙江', '汤原县', '800', '/tangyuan']
['河南', '唐河县', '1288', '/tanghe']
['河北', '唐山', '25', '/tangshan']
['河北', '唐县', '508', '/tangxian']
['吉林', '洮南市', '729', '/taonan']
['湖南', '桃江县', '1391', '/taojian']
['湖南', '桃源县', '1387', '/taoyuanxian']
['新疆', '特克斯县', '2265', '/tekesi']
['云南', '腾冲市', '1841', '/tengchong']
['山东', '滕州市', '1180', '/tengzhou']
['广西', '藤县', '1555', '/tengxian']
['广西', '天等县', '1572', '/tiandeng']
['广西', '天峨县', '1588', '/tiane']
['青海', '天峻县', '2188', '/tianjun']
['湖北', '天门', '191', '/tianmen']
['江苏', '天目湖', '3598', '/tianmuhu']
['浙江', '天目山', '3603', '/tianmushan']
['四川', '天全县', '1691', '/tianquan']
['甘肃', '天水', '303', '/tianshui']
['四川', '天台山', '3622', '/tiantaishan']
['浙江', '天台县', '901', '/tiantai']
['安徽', '天长市', '941', '/tianchang']
['山西', '天镇县', '583', '/tianzhen']
['安徽', '天柱山', '3609', '/tianzhushan']
['贵州', '天柱县', '1785', '/tianzhu']
['甘肃', '天祝藏族自治县', '2101', '/tianzhuxian']
['广西', '田东县', '1576', '/tiandong']
['广西', '田林县', '1584', '/tianlin']
['广西', '田阳县', '1575', '/tianyang']
['黑龙江', '铁力市', '794', '/tieli']
['辽宁', '铁岭', '67', '/tieling']
['辽宁', '铁岭县', '697', '/tielingxian']
['湖北', '通城县', '1350', '/tongchengxian']
['湖南', '通道侗族自治县', '1451', '/tongdao']
['云南', '通海县', '1834', '/tonghai']
['吉林', '通化', '74', '/tonghua']
['吉林', '通化县', '748', '/tonghuaxian']
['四川', '通江县', '1670', '/tongjiangxian']
['内蒙古', '通辽', '50', '/tongliao']
['湖北', '通山县', '1352', '/tongshanxian']
['甘肃', '通渭县', '2126', '/tongwei']
['河南', '通许县', '1256', '/tongxu']
['吉林', '通榆县', '731', '/tongyu']
['江苏', '通州区', '859', '/tongzhou']
['青海', '同德县', '2304', '/tongde']
['黑龙江', '同江市', '796', '/tongjiang']
['江苏', '同里', '3600', '/tongli']
['青海', '同仁县', '2169', '/tongrenxian']
['宁夏', '同心县', '2195', '/tongxin']
['河南', '桐柏县', '1290', '/tongbo']
['安徽', '桐城市', '951', '/tongcheng']
['浙江', '桐庐县', '871', '/tonglu']
['浙江', '桐乡市', '878', '/tongxiang']
['贵州', '桐梓县', '1748', '/tongzi']
['陕西', '铜川', '290', '/tongchuan']
['江西', '铜鼓县', '1106', '/tonggu']
['安徽', '铜陵', '116', '/tongling']
['贵州', '铜仁', '262', '/tongrendiqu']
['陕西', '潼关县', '2024', '/tongguan']
['内蒙古', '突泉县', '681', '/tuquan']
['吉林', '图们市', '756', '/tumen']
['新疆', '图木舒克', '405', '/tumushuke']
['内蒙古', '土默特右旗', '3529', '/tuyouqi']
['内蒙古', '土默特左旗', '3528', '/tuzuoqi']
['新疆', '吐鲁番市', '327', '/tulufandiqu']
['湖北', '团风县', '1345', '/tuanfeng']
['海南', '屯昌县', '406', '/tunchang']
['山西', '屯留县', '594', '/tunliu']
['内蒙古', '托克托县', '658', '/tuoketuo']
['新疆', '托克逊县', '2232', '/tuokexun']
['新疆', '托里县', '2272', '/tuoli']
['云南', '富宁县', '1931', '/wszfuning']
['安徽', '涡阳县', '928', '/woyang']
['辽宁', '瓦房店市', '429', '/wafangdian']
['江西', '万安县', '1115', '/wanan']
['江西', '万年县', '1086', '/wannian']
['海南', '万宁', '407', '/wanning']
['河北', '万全县', '464', '/wanquan']
['山西', '万荣县', '3519', '/wanrongxian']
['四川', '万源市', '1673', '/wanyuan']
['江西', '万载县', '1102', '/wanzai']
['吉林', '汪清县', '760', '/wangqing']
['四川', '旺苍县', '1614', '/wangcang']
['河北', '望都县', '509', '/wangdu']
['安徽', '望江县', '957', '/wangjian']
['黑龙江', '望奎县', '818', '/wangkui']
['贵州', '望谟县', '1812', '/wangmo']
['山东', '威海', '152', '/weihai']
['贵州', '威宁彝族回族苗族自治县', '1769', '/weining']
['河北', '威县', '556', '/xtweixian']
['云南', '威信县', '1852', '/weixin']
['四川', '威远县', '1643', '/weiyuan']
['山东', '微山县', '1184', '/weishan']
['云南', '巍山彝族回族自治县', '1897', '/weishanxian']
['河北', '围场满族蒙古族自治县', '476', '/weichang']
['广西', '涠洲岛', '3617', '/weizhoudao']
['云南', '维西傈僳族自治县', '1885', '/weixi']
['山东', '潍坊', '149', '/weifang']
['河南', '卫辉市', '1235', '/weihui']
['河南', '尉氏县', '1257', '/weishi']
['陕西', '渭南', '293', '/weinan']
['甘肃', '渭源县', '2130', '/weiyuanxian']
['河北', '魏县', '572', '/hdweixian']
['四川', '温江区', '4425', '/wenjiang']
['浙江', '温岭市', '899', '/wenling']
['新疆', '温泉县', '2242', '/wenquan']
['河南', '温县', '1234', '/wenxian']
['新疆', '温宿县', '2214', '/wensu']
['浙江', '温州', '101', '/wenzhou']
['河北', '文安县', '495', '/wenan']
['海南', '文昌', '408', '/wenchang']
['山东', '文登区', '1163', '/wendeng']
['云南', '文山市', '1924', '/wenshanshi']
['云南', '文山州', '274', '/wenshan']
['山西', '文水县', '648', '/wenshui']
['甘肃', '文县', '2135', '/wenxianxian']
['山西', '闻喜县', '3520', '/wenxixian']
['四川', '汶川县', '1695', '/wenchuan']
['山东', '汶上县', '1188', '/wenshang']
['内蒙古', '翁牛特旗', '3535', '/wenteqi']
['广东', '翁源县', '1475', '/wengyuan']
['贵州', '瓮安县', '1799', '/wengan']
['内蒙古', '乌海', '48', '/wuhai']
['内蒙古', '乌拉特后旗', '3559', '/wuhouqi']
['内蒙古', '乌拉特前旗', '3557', '/wuqianqi']
['内蒙古', '乌拉特中旗', '3558', '/wuzhongqi']
['内蒙古', '乌兰察布', '55', '/wulanchabu']
['内蒙古', '乌兰浩特市', '368', '/wulanhaote']
['青海', '乌兰县', '2186', '/wulan']
['新疆', '乌鲁木齐', '325', '/wulumuqi']
['新疆', '乌鲁木齐县', '2200', '/wulumuqixian']
['新疆', '乌恰县', '2239', '/wuqia']
['新疆', '乌什县', '2219', '/wushi']
['内蒙古', '乌审旗', '3548', '/wushenqi']
